parameter,value,uncertainty
numax_smooth,2033.0736531309335,--
amp_smooth,122.86970562093188,--
numax_gaussian,1966.2431808608023,--
amp_gaussian,106.7475356813263,--
fwhm_gaussian,301.07996447371863,--
dnu,92.65809011098258,--
wn,1507.6957901001497,--
a_1,5172.23924999298,--
b_1,0.0024866689494854417,--
a_2,-5021.127779160572,--
b_2,0.002397122335499664,--
