numax_smooth,amp_smooth,numax_gaussian,amp_gaussian,fwhm_gaussian,dnu,wn,a_1,b_1,a_2,b_2
2033.0736531309335,122.86970562093188,1966.2431808608023,106.7475356813263,301.07996447371863,92.65809011098258,1507.6957901001497,5172.23924999298,0.0024866689494854417,-5021.127779160572,0.002397122335499664
