##################################################################################################
# Global oscillation parameters of the SYD pipeline for KASC WG1 stars, based on 2015 analysis 
# of all SC data prepared by Rasmus Handberg & Mikkel Lund. 
#
# Solar reference values of SYD pipeline:
# Dnu(Sun): 135.1 +/- 0.1 muHz
# numax(Sun): 3090 +/- 30 muHz
# NOTE: uncertainties are the scatter of 111 30d subsets of VIRGO green channel data 
# (see Huber et al. 2011)
#
# range_low + range_up: minimum + maximum frequency used to calculate Dnu
# numax + sig_numax: frequency of maximum power + 1-sigma uncertainty
# Dnu + sig_Dnu: large frequency separation + 1-sigma uncertainty
# Length: Length of input SC time series in days
# DetFlag: Status flag of detection (0=good,1=numax unreliable,2=Dnu unreliable)
# SrcFlag: Source of detection (0=reprocessed 2015 data, 1=Chaplin et al. 2014 analysis)
#
# DH  Jul 30 2015
##################################################################################################
    KIC    |  range_low |  range_up  |   numax    | sig_numax |   dnu    | sig_dnu | Length  | DetFlag | SrcFlag
   7206837  |   924.387  |  2259.613  |  1634.950  |   18.475  |  79.157  |  0.081  |  945.1  |  0      |  0
   7216846  |   275.226  |   672.774  |   482.558  |    8.807  |  28.644  |  0.310  |   92.4  |  0      |  0
   7218053  |   451.724  |  1036.490  |   698.688  |   37.240  |  40.525  |  1.983  |   28.9  |  0      |  1
   7264595  |   313.914  |   800.711  |   543.251  |   24.843  |  36.305  |  2.122  |   31.1  |  0      |  1
   7282890  |   484.258  |  1183.742  |   822.435  |   17.904  |  45.479  |  0.489  |   74.4  |  0      |  0
   7296438  |  1077.097  |  2632.903  |  1845.525  |   13.137  |  88.743  |  0.044  |  431.0  |  0      |  0
   7341231  |   236.903  |   579.097  |   403.133  |    2.264  |  29.167  |  0.123  | 1038.8  |  0      |  0
   7376493  |   784.452  |  1917.548  |  1336.273  |   46.799  |  75.169  |  0.792  |   26.1  |  0      |  0
   7383120  |  1041.677  |  2546.323  |  1787.203  |   88.045  |  83.410  |  3.909  |   29.6  |  0      |  0
   7386523  |   533.613  |  1304.387  |   911.992  |   64.020  |  48.747  |  2.929  |   29.4  |  0      |  0
   7429287  |   780.968  |  1909.032  |  1346.771  |   43.210  |  71.244  |  1.108  |   28.9  |  0      |  0
   7448374  |   450.000  |  1100.000  |   774.158  |   29.309  |  44.408  |  0.450  |   29.9  |  0      |  0
   7465072  |   842.516  |  2059.484  |  1408.969  |   77.488  |  68.298  |  2.923  |   24.9  |  1      |  0
   7510397  |   696.774  |  1703.226  |  1166.449  |    8.125  |  62.341  |  0.050  |  793.9  |  0      |  0
   7529180  |  1086.387  |  2655.613  |  1911.944  |   45.716  |  86.427  |  1.251  |   71.2  |  0      |  0
   7530690  |  1262.903  |  3087.097  |  2207.892  |  432.326  |  95.268  |  6.258  |   28.9  |  0      |  0
   7534011  |   603.290  |  1474.710  |  1022.367  |   31.036  |  57.210  |  1.406  |   31.0  |  0      |  0
   7584900  |   184.645  |   451.355  |   322.994  |    1.423  |  21.795  |  0.101  | 1050.2  |  0      |  0
   7591963  |   636.387  |  1555.613  |  1107.080  |   64.789  |  59.881  |  1.699  |   33.4  |  0      |  0
   7611858  |   875.613  |  2140.387  |  1556.412  |  282.212  |  75.251  |  3.434  |   25.9  |  1      |  0
   7622208  |   621.871  |  1520.129  |  1103.577  |   46.287  |  59.597  |  4.427  |   28.9  |  0      |  0
   7628676  |   276.968  |   677.032  |   478.644  |   11.603  |  29.245  |  0.422  |   26.1  |  0      |  0
   7668623  |   476.710  |  1165.290  |   806.936  |   15.951  |  45.663  |  0.459  |   87.2  |  1      |  0
   7680114  |   977.806  |  2390.193  |  1709.994  |   11.862  |  85.169  |  0.040  |  838.6  |  0      |  0
   7700968  |  1208.903  |  2955.097  |  2069.664  |  423.554  | 101.902  |  4.910  |   25.9  |  1      |  0
   7739672  |   790.839  |  1933.161  |  1352.234  |  207.089  |  66.015  |  1.870  |   29.5  |  0      |  0
   7747078  |   543.484  |  1328.516  |   942.926  |    4.135  |  53.773  |  0.064  | 1045.7  |  0      |  0
   7771282  |   845.419  |  2066.581  |  1459.159  |   39.152  |  72.313  |  0.177  |  523.6  |  0      |  0
   7799349  |   325.742  |   796.258  |   569.664  |    2.336  |  33.299  |  0.019  | 1049.1  |  0      |  0
   7799430  |   271.742  |   664.258  |   467.537  |    6.396  |  31.117  |  0.264  |   28.5  |  0      |  0
   7800289  |   343.742  |   840.258  |   586.615  |    6.822  |  33.597  |  0.078  |  669.4  |  0      |  0
   7833440  |   649.161  |  1586.839  |  1117.068  |  103.243  |  66.216  |  1.032  |   30.0  |  0      |  0
   7870112  |   802.452  |  1961.548  |  1422.539  |   99.306  |  69.435  |  6.288  |   28.5  |  0      |  0
   7871531  |  1858.064  |  4541.935  |  3512.044  |   51.906  | 151.190  |  0.095  | 1050.2  |  1      |  0
   7880676  |   590.516  |  1443.484  |  1025.485  |   72.361  |  53.848  |  1.630  |   29.6  |  0      |  0
   7910848  |   848.903  |  2075.097  |  1279.573  |  287.881  |  73.054  |  2.718  |   29.4  |  1      |  0
   7914731  |   353.896  |   821.971  |   583.321  |   35.915  |  34.570  |  1.979  |   28.9  |  0      |  1
   7938112  |   694.452  |  1697.548  |  1192.077  |  179.779  |  62.525  |  2.262  |   28.0  |  0      |  0
   7940546  |   696.774  |  1703.226  |  1092.214  |    7.001  |  58.952  |  0.040  |  862.1  |  0      |  0
   7970740  |  2322.581  |  5677.419  |  4189.664  |   53.901  | 173.236  |  0.043  |  946.1  |  0      |  0
   7976303  |   494.129  |  1207.871  |   869.617  |    6.169  |  51.314  |  0.041  | 1050.5  |  0      |  0
   8006161  |  2021.226  |  4940.774  |  3569.260  |   20.578  | 149.373  |  0.022  | 1034.2  |  0      |  0
   8012842  |  1114.912  |  2797.379  |  2000.352  |  284.285  |  95.845  |  1.026  |   28.9  |  0      |  1
   8016496  |   611.419  |  1494.581  |  1031.948  |   95.211  |  53.513  |  3.740  |   33.4  |  0      |  0
   8018599  |   272.903  |   667.097  |   440.299  |    4.873  |  27.984  |  0.067  |  962.2  |  0      |  0
   8019508  |   382.065  |   933.935  |   644.607  |   41.849  |  38.983  |  0.406  |   31.0  |  0      |  0
   8026226  |   336.774  |   823.226  |   564.466  |    3.894  |  34.343  |  0.086  |  331.1  |  0      |  0
   8027956  |   713.613  |  1744.387  |  1189.194  |   72.835  |  65.284  |  1.859  |   29.4  |  0      |  0
   8045442  |   297.871  |   728.129  |   482.655  |   46.059  |  31.916  |  0.602  |   25.9  |  0      |  0
   8106950  |   638.129  |  1559.871  |  1147.026  |  101.501  |  62.061  |  6.070  |   29.4  |  0      |  0
   8114155  |   813.474  |  2012.585  |  1382.158  |  115.308  |  73.675  |  0.633  |   31.1  |  0      |  1
   8150065  |  1055.613  |  2580.387  |  1875.022  |   41.550  |  89.055  |  0.291  |  401.8  |  0      |  0
   8172589  |   450.581  |  1101.419  |   804.893  |   28.604  |  48.193  |  0.739  |   29.6  |  0      |  0
   8174170  |   472.065  |  1153.936  |   819.504  |   41.909  |  45.748  |  2.440  |   26.1  |  0      |  0
   8174981  |   580.645  |  1419.355  |   993.409  |   45.015  |  53.743  |  1.004  |   31.0  |  0      |  0
   8176564  |   879.677  |  2150.323  |  1519.762  |   19.672  |  77.776  |  0.104  |  275.9  |  0      |  0
   8179536  |  1201.936  |  2938.064  |  2064.149  |   19.781  |  95.196  |  0.115  |  498.4  |  0      |  0
   8179643  |   599.806  |  1466.194  |  1029.090  |   43.400  |  56.926  |  2.952  |   31.0  |  0      |  0
   8179973  |   198.000  |   484.000  |   342.157  |    2.089  |  22.918  |  0.023  |  866.7  |  0      |  0
   8216936  |   648.581  |  1585.419  |  1118.588  |   55.382  |  56.678  |  7.215  |   29.3  |  0      |  0
   8228742  |   679.935  |  1662.064  |  1175.394  |    7.756  |  62.051  |  0.036  | 1049.3  |  0      |  0
   8241455  |   410.516  |  1003.484  |   713.223  |   58.702  |  41.890  |  0.626  |   31.0  |  0      |  0
   8249189  |   773.419  |  1890.581  |  1402.424  |   92.145  |  67.600  |  7.852  |   25.9  |  0      |  0
   8289241  |  1049.806  |  2566.193  |  1817.121  |  117.248  |  95.976  |  4.069  |   29.9  |  0      |  0
   8298626  |  1080.581  |  2641.419  |  1896.023  |   88.046  |  91.514  |  1.609  |   29.4  |  0      |  0
   8321567  |   767.032  |  1874.968  |  1304.981  |  182.859  |  70.851  |  0.687  |   33.4  |  0      |  0
   8360349  |   421.548  |  1030.452  |   739.636  |   12.464  |  40.760  |  0.268  |   92.0  |  0      |  0
   8367710  |   630.000  |  1540.000  |  1032.560  |   25.662  |  55.607  |  0.408  |  147.8  |  0      |  0
   8377423  |   583.548  |  1426.452  |  1038.726  |   93.901  |  53.333  |  1.620  |   28.8  |  0      |  0
   8379927  |  1665.290  |  4070.710  |  2781.311  |   10.132  | 120.314  |  0.031  | 1048.0  |  0      |  0
   8391021  |   926.129  |  2263.871  |  1599.443  |   96.211  |  79.703  |  0.765  |   30.0  |  0      |  0
   8394589  |  1335.484  |  3264.516  |  2385.971  |   20.587  | 109.443  |  0.053  | 1050.7  |  0      |  0
   8408931  |   335.032  |   818.968  |   578.341  |   44.182  |  33.932  |  0.409  |   25.9  |  0      |  0
   8414062  |   794.323  |  1941.677  |  1130.258  |  192.779  |  70.479  |  6.340  |   26.1  |  1      |  0
   8416311  |   502.258  |  1227.742  |   875.152  |   34.896  |  48.885  |  1.781  |   27.5  |  0      |  0
   8420801  |   747.290  |  1826.710  |  1210.015  |  134.027  |  66.896  |  3.101  |   29.9  |  0      |  0
   8424992  |  1550.323  |  3789.677  |  2525.043  |   62.174  | 120.914  |  0.162  |  338.5  |  0      |  0
   8435400  |   467.419  |  1142.581  |   828.084  |   31.163  |  44.704  |  2.916  |   26.8  |  0      |  0
   8491374  |   593.419  |  1450.581  |  1045.838  |  125.159  |  58.656  |  3.691  |   33.4  |  0      |  0
   8493735  |   357.097  |   872.903  |   620.149  |   37.343  |  38.500  |  1.022  |   30.0  |  0      |  0
   8493800  |  1074.194  |  2625.807  |  1832.581  |  153.663  |  83.226  |  1.426  |   33.4  |  0      |  0
   8499940  |   768.194  |  1877.806  |  1300.637  |   51.117  |  69.493  |  0.824  |   33.4  |  0      |  0
   8516041  |  1084.064  |  2649.936  |  1906.070  |  277.240  |  96.420  |  7.856  |   33.4  |  0      |  0
   8524425  |   627.677  |  1534.323  |  1085.480  |    4.611  |  59.687  |  0.027  | 1050.7  |  0      |  0
   8547279  |   222.387  |   543.613  |   390.015  |   48.957  |  25.421  |  0.501  |    9.7  |  0      |  0
   8561221  |   271.161  |   662.839  |   489.612  |    3.043  |  29.766  |  0.027  | 1047.1  |  0      |  0
   8574769  |   774.000  |  1892.000  |  1321.783  |   63.593  |  71.284  |  0.435  |   25.9  |  0      |  0
   8579578  |   551.032  |  1346.968  |   958.390  |   32.576  |  50.338  |  0.545  |   71.3  |  0      |  0
   8621637  |   599.226  |  1464.774  |  1042.115  |   23.681  |  57.437  |  1.055  |   26.1  |  0      |  0
   8656342  |   821.613  |  2008.387  |  1015.271  |  226.628  |  71.368  |  1.034  |   29.4  |  1      |  0
   8677016  |  1089.290  |  2662.710  |  1858.634  |  160.972  |  91.854  |  1.729  |   31.0  |  0      |  0
   8694723  |   845.419  |  2066.581  |  1434.684  |    8.913  |  75.088  |  0.043  | 1049.7  |  0      |  0
   8696343  |  1277.419  |  3122.581  |  2405.417  |  222.385  | 110.738  |  3.453  |   28.6  |  0      |  0
   8702606  |   385.548  |   942.452  |   666.500  |    3.097  |  39.639  |  0.033  | 1048.9  |  0      |  0
   8738809  |   518.516  |  1267.484  |   884.469  |   16.794  |  49.456  |  0.114  |  345.0  |  0      |  0
   8751420  |   347.226  |   848.774  |   566.900  |    2.298  |  34.648  |  0.076  |  950.2  |  0      |  0
   8760414  |  1384.258  |  3383.742  |  2430.853  |   11.639  | 117.375  |  0.043  | 1051.4  |  0      |  0
   8776961  |   701.419  |  1714.581  |  1206.211  |   31.898  |  64.779  |  0.400  |   30.0  |  0      |  0
   8802782  |   455.226  |  1112.774  |   771.388  |   45.941  |  45.118  |  3.123  |   26.1  |  0      |  0
   8817551  |   429.677  |  1050.323  |   737.414  |  115.024  |  43.190  |  1.329  |   29.4  |  0      |  0
   8868481  |   390.774  |   955.226  |   678.338  |   45.881  |  40.421  |  1.145  |   25.9  |  0      |  0
   8915084  |   925.548  |  2262.452  |  1608.535  |   71.579  |  78.645  |  1.056  |   30.0  |  0      |  0
   8938364  |   976.065  |  2385.936  |  1669.006  |    8.439  |  85.678  |  0.028  |  958.7  |  0      |  0
   8940939  |   891.290  |  2178.710  |  1538.954  |   38.536  |  77.348  |  3.697  |   26.1  |  0      |  0
   8950146  |  1217.032  |  2974.968  |  2131.654  |   87.466  |  94.829  |  3.012  |   29.4  |  1      |  0
   8952800  |   570.194  |  1393.806  |   973.873  |   22.044  |  53.048  |  1.345  |   29.4  |  0      |  0
   8956017  |   730.489  |  1778.693  |  1234.145  |   42.771  |  62.170  |  2.982  |   31.1  |  0      |  1
   9005973  |   905.806  |  2214.193  |  1538.112  |  125.304  |  82.376  |  1.703  |   33.4  |  0      |  0
   9025370  |  1683.871  |  4116.129  |  3016.535  |   39.018  | 132.707  |  0.065  | 1048.2  |  0      |  0
   9026479  |   411.677  |  1006.323  |   702.799  |   14.945  |  42.444  |  0.536  |   29.4  |  0      |  0
   9026685  |   652.065  |  1593.936  |  1128.535  |   37.660  |  61.894  |  0.559  |   30.0  |  0      |  0
   9049593  |  1113.677  |  2722.323  |  1916.848  |  140.088  |  85.064  |  2.925  |   28.9  |  0      |  0
   9051235  |   557.419  |  1362.581  |   909.289  |  109.103  |  51.208  |  3.756  |   29.6  |  0      |  0
   9073645  |   426.774  |  1043.226  |   739.969  |   67.338  |  43.619  |  1.876  |   28.5  |  0      |  0
   9073950  |   166.645  |   407.355  |   296.454  |    3.952  |  20.644  |  0.026  |  611.2  |  0      |  0
   9093289  |   929.613  |  2272.387  |  1731.183  |  272.149  |  85.796  |  1.608  |   30.0  |  1      |  0
   9098294  |  1296.581  |  3169.419  |  2327.298  |   16.152  | 109.120  |  0.044  | 1049.5  |  0      |  0
   9116461  |  1355.226  |  3312.774  |  2241.753  |   67.367  | 105.301  |  3.739  |   26.7  |  0      |  0
   9119139  |   660.194  |  1613.806  |  1124.874  |  127.245  |  61.654  |  3.325  |   29.4  |  0      |  0
   9138680  |   402.387  |   983.613  |   708.002  |   42.204  |  41.555  |  0.893  |   33.4  |  0      |  0
   9139151  |  1570.645  |  3839.355  |  2687.230  |   18.626  | 117.249  |  0.051  | 1010.5  |  0      |  0
   9139163  |   933.677  |  2282.323  |  1683.419  |    8.725  |  81.027  |  0.053  | 1037.3  |  0      |  0
   9143749  |   703.161  |  1718.839  |  1207.181  |   58.253  |  64.977  |  1.878  |   31.0  |  0      |  0
   9150095  |   151.548  |   370.452  |   260.118  |    6.489  |  18.319  |  0.284  |   24.9  |  0      |  0
   9163769  |   987.097  |  2412.903  |  1877.806  |  247.638  |  80.202  |  2.054  |   27.8  |  1      |  0
   9201604  |   229.935  |   562.065  |   399.696  |    9.944  |  25.906  |  0.213  |   29.5  |  0      |  0
   9202077  |   659.613  |  1612.387  |  1131.446  |   48.815  |  57.869  |  0.891  |   30.0  |  0      |  0
   9204313  |   797.226  |  1948.774  |  1372.311  |  318.361  |  74.334  |  0.766  |   24.9  |  0      |  0
   9206432  |  1075.936  |  2630.064  |  1872.097  |   11.554  |  84.777  |  0.088  |  595.8  |  0      |  0
   9225600  |   724.645  |  1771.355  |  1239.993  |   43.547  |  64.662  |  1.615  |   28.5  |  0      |  0
   9226926  |   882.581  |  2157.419  |  1610.118  |   37.706  |  73.274  |  0.510  |  165.0  |  0      |  0
   9266926  |   797.806  |  1950.194  |  1325.799  |   46.971  |  75.081  |  0.976  |   24.9  |  0      |  0
   9273544  |   823.935  |  2014.064  |  1426.914  |   57.834  |  75.954  |  1.896  |   25.9  |  0      |  0
   9287845  |   551.613  |  1348.387  |   824.544  |   80.861  |  48.166  |  2.252  |   29.4  |  0      |  0
   9289275  |   747.871  |  1828.129  |  1302.698  |   35.573  |  66.784  |  0.265  |   86.9  |  0      |  0
   9292130  |   490.645  |  1199.355  |   855.519  |   24.960  |  48.776  |  1.319  |   24.9  |  0      |  0
   9328372  |   748.213  |  1839.963  |  1338.575  |  107.475  |  67.368  |  2.201  |   31.1  |  0      |  1
   9335972  |   448.946  |  1106.209  |   802.362  |   19.087  |  46.185  |  1.679  |   28.9  |  0      |  1
   9353712  |   537.677  |  1314.323  |   920.057  |    9.515  |  51.461  |  0.096  |  565.2  |  0      |  0
   9353859  |   223.548  |   546.452  |   381.884  |    8.196  |  24.541  |  1.558  |   28.5  |  0      |  0
   9390670  |   864.858  |  2140.017  |  1386.494  |   99.883  |  70.619  |  3.990  |   30.8  |  1      |  1
   9394953  |   707.226  |  1728.774  |  1194.358  |  145.800  |  64.872  |  1.016  |   33.4  |  0      |  0
   9402223  |   380.323  |   929.677  |   648.139  |   17.651  |  39.060  |  1.239  |   28.4  |  0      |  0
   9410862  |  1312.839  |  3209.161  |  2230.819  |   33.979  | 107.552  |  0.106  |  919.3  |  0      |  0
   9414381  |   505.161  |  1234.839  |   873.328  |   22.439  |  48.976  |  0.851  |   25.9  |  0      |  0
   9414417  |   667.742  |  1632.258  |  1128.283  |    8.697  |  60.098  |  0.049  |  868.7  |  0      |  0
   9446628  |   630.584  |  1510.458  |  1031.176  |  108.777  |  56.106  |  2.964  |   28.9  |  0      |  1
   9451741  |  1207.161  |  2950.839  |  2092.584  |   93.074  |  94.243  |  8.509  |   29.4  |  0      |  0
   9455860  |   848.323  |  2073.677  |  1487.039  |  180.698  |  70.913  |  2.432  |   33.4  |  1      |  0
   9457728  |   600.968  |  1469.032  |  1064.320  |   48.633  |  59.641  |  0.696  |   25.9  |  0      |  0
   9458636  |   682.839  |  1669.161  |  1176.150  |   50.320  |  66.930  |  2.955  |   25.9  |  0      |  0
   9468847  |   624.774  |  1527.226  |  1084.708  |   76.204  |  61.356  |  1.931  |   25.9  |  0      |  0
   9512063  |   496.452  |  1213.548  |   843.343  |   10.599  |  49.893  |  0.203  |   92.5  |  0      |  0
   9542776  |   407.032  |   994.968  |   658.934  |   78.807  |  40.390  |  4.259  |   29.9  |  1      |  0
   9574283  |   264.194  |   645.806  |   446.212  |    2.412  |  29.807  |  0.028  | 1050.9  |  0      |  0
   9579208  |   655.548  |  1602.452  |  1119.805  |   29.131  |  61.954  |  0.283  |  172.4  |  0      |  0
   9641837  |   476.129  |  1163.871  |   827.414  |   29.072  |  47.184  |  0.863  |   25.9  |  0      |  0
   9664694  |   464.516  |  1135.484  |   718.562  |   22.451  |  43.473  |  1.170  |   25.9  |  0      |  0
   9693187  |   848.903  |  2075.097  |  1518.292  |   30.005  |  79.739  |  0.234  |   92.6  |  0      |  0
   9696358  |   584.129  |  1427.871  |   911.269  |   20.760  |  50.864  |  0.248  |  366.7  |  0      |  0
   9697131  |   694.452  |  1697.548  |  1134.131  |   23.726  |  60.050  |  0.356  |  227.7  |  0      |  0
   9700430  |   942.387  |  2303.613  |  1649.106  |   91.059  |  79.489  |  2.332  |   28.5  |  0      |  0
   9702369  |  1142.710  |  2793.290  |  2007.782  |   31.608  |  93.488  |  0.299  |  128.7  |  0      |  0
   9702752  |   740.903  |  1811.097  |  1287.321  |   45.330  |  67.147  |  0.401  |   24.9  |  0      |  0
   9715099  |   405.871  |   992.129  |   711.479  |   20.210  |  41.539  |  0.866  |   22.6  |  0      |  0
   9754284  |   868.645  |  2123.355  |  1516.789  |  197.811  |  73.944  |  0.559  |   25.9  |  0      |  0
   9757640  |   663.097  |  1620.903  |  1197.132  |  101.999  |  62.006  |  1.600  |   29.4  |  0      |  0
   9768011  |   553.406  |  1401.413  |   918.219  |   46.938  |  57.021  |  3.167  |   28.9  |  0      |  1
   9778067  |   516.774  |  1263.226  |   907.529  |   48.628  |  49.808  |  2.289  |   29.4  |  0      |  0
   9787965  |   529.548  |  1294.452  |   905.295  |   44.453  |  53.636  |  3.308  |   33.4  |  0      |  0
   9788260  |   273.484  |   668.516  |   480.756  |   10.490  |  29.213  |  1.276  |   24.9  |  0      |  0
   9791157  |   571.355  |  1396.645  |  1001.791  |   87.723  |  54.457  |  0.775  |   29.4  |  0      |  0
   9812421  |   245.613  |   600.387  |   430.122  |    6.717  |  27.671  |  0.161  |   25.8  |  0      |  0
   9812850  |   693.871  |  1696.129  |  1235.938  |    9.115  |  64.911  |  0.070  |  970.7  |  0      |  0
   9821513  |   689.806  |  1686.194  |  1206.232  |   39.147  |  60.207  |  3.609  |   29.7  |  0      |  0
   9880787  |   518.516  |  1267.484  |   891.494  |   38.369  |  51.274  |  0.676  |   31.0  |  0      |  0
   9893470  |   247.355  |   604.645  |   428.588  |   27.500  |  27.862  |  1.170  |   25.9  |  0      |  0
   9897838  |   296.710  |   725.290  |   512.652  |    6.873  |  33.711  |  0.433  |   29.4  |  0      |  0
   9903271  |   207.290  |   506.710  |   357.695  |    5.460  |  24.096  |  0.140  |   28.9  |  0      |  0
   9908400  |   381.484  |   932.516  |   650.286  |   16.419  |  36.624  |  0.219  |   89.5  |  0      |  0
   9955598  |  1974.194  |  4825.806  |  3546.786  |   70.803  | 153.156  |  0.060  | 1050.3  |  0      |  0
   9962623  |   895.935  |  2190.064  |  1491.265  |  122.937  |  82.216  |  1.086  |   31.0  |  0      |  0
   9965715  |  1190.323  |  2909.677  |  2076.618  |   19.876  |  97.315  |  0.077  |  593.1  |  0      |  0
  10003270  |   450.000  |  1100.000  |   781.080  |   54.045  |  42.502  |  1.958  |   33.4  |  0      |  0
  10016239  |  1312.839  |  3209.161  |  2180.275  |  114.913  | 101.494  |  1.583  |   91.5  |  0      |  0
  10018963  |   573.097  |  1400.903  |   973.851  |    5.657  |  54.987  |  0.053  | 1049.8  |  0      |  0
  10019747  |   724.645  |  1771.355  |  1233.405  |  110.480  |  66.697  |  0.424  |   25.9  |  0      |  0
  10024648  |   624.774  |  1527.226  |  1087.190  |   47.267  |  56.656  |  0.930  |   28.4  |  0      |  0
  10025841  |   894.774  |  2187.226  |  1542.395  |  177.227  |  75.175  |  6.717  |   28.4  |  0      |  0
  10068307  |   580.645  |  1419.355  |   974.102  |    7.127  |  54.038  |  0.035  |  868.7  |  0      |  0
  10070754  |  1265.806  |  3094.193  |  2130.810  |  223.192  | 100.028  |  1.766  |   30.0  |  0      |  0
  10074716  |   966.194  |  2361.807  |  1724.368  |  231.310  |  83.884  |  2.496  |   26.1  |  0      |  0
  10079226  |  1451.613  |  3548.387  |  2570.387  |   61.594  | 116.036  |  0.212  |  337.6  |  0      |  0
  10081026  |   435.484  |  1064.516  |   714.109  |   57.574  |  43.416  |  2.158  |   25.9  |  0      |  0
  10088136  |   221.801  |   527.014  |   364.253  |   11.686  |  24.824  |  1.889  |   31.1  |  0      |  1
  10118942  |   449.419  |  1098.581  |   773.262  |   53.901  |  46.412  |  1.522  |   28.6  |  0      |  0
  10124866  |  2003.226  |  4896.774  |  3494.912  |   37.268  | 147.053  |  0.079  | 1038.5  |  0      |  0
  10129349  |   963.871  |  2356.129  |  1884.292  |  281.390  |  81.195  |  2.384  |   28.1  |  1      |  0
  10130724  |  1460.323  |  3569.677  |  2605.800  |  159.169  | 112.747  |  2.545  |   24.9  |  0      |  0
  10130853  |   170.710  |   417.290  |   297.046  |    2.789  |  20.306  |  0.036  |  430.1  |  0      |  0
  10147635  |   368.129  |   899.871  |   613.804  |    4.411  |  37.123  |  0.098  |  833.3  |  0      |  0
  10162436  |   609.677  |  1490.323  |  1015.101  |    8.029  |  55.834  |  0.050  |  685.8  |  0      |  0
  10186764  |   760.645  |  1859.355  |  1303.519  |  107.237  |  68.253  |  3.230  |   26.1  |  0      |  0
  10202294  |   636.387  |  1555.613  |  1102.603  |   38.031  |  57.733  |  0.763  |   24.9  |  0      |  0
  10214328  |   710.129  |  1735.871  |  1223.514  |  195.342  |  60.773  |  1.729  |   33.3  |  0      |  0
  10215584  |  1489.355  |  3640.645  |  2107.227  |  457.452  | 115.158  |  2.401  |   31.0  |  1      |  0
  10272858  |   198.000  |   484.000  |   343.693  |    1.560  |  22.755  |  0.029  |  961.8  |  0      |  0
  10272923  |   283.355  |   692.645  |   487.863  |    7.986  |  30.858  |  0.151  |   28.8  |  0      |  0
  10273246  |   476.129  |  1163.871  |   835.402  |   12.019  |  48.546  |  0.173  |  389.7  |  0      |  0
  10290021  |   594.000  |  1452.000  |  1051.136  |   71.208  |  54.371  |  0.594  |   29.4  |  0      |  0
  10295224  |   447.608  |   990.492  |   654.563  |   45.284  |  38.668  |  1.921  |   33.5  |  1      |  1
  10319352  |   870.968  |  2129.032  |  1066.464  |  240.654  |  78.746  |  1.706  |   29.4  |  1      |  0
  10322381  |  1045.161  |  2554.839  |  1676.181  |  137.373  |  86.644  |  6.534  |   25.8  |  0      |  0
  10324098  |   520.258  |  1271.742  |   902.104  |   42.305  |  49.903  |  1.406  |   33.4  |  0      |  0
  10351059  |   771.677  |  1886.323  |  1337.308  |   82.346  |  65.373  |  1.660  |   29.9  |  0      |  0
  10355856  |   772.258  |  1887.742  |  1319.980  |   14.383  |  67.285  |  0.143  |  297.4  |  0      |  0
  10385708  |   715.355  |  1748.645  |  1141.018  |  123.861  |  64.508  |  1.072  |   25.9  |  0      |  0
  10394814  |   216.000  |   528.000  |   372.931  |    4.034  |  25.560  |  0.247  |   28.5  |  0      |  0
  10398597  |   564.968  |  1381.032  |  1001.925  |  103.125  |  57.387  |  2.599  |   26.1  |  0      |  0
  10417911  |   593.419  |  1450.581  |   989.906  |   47.878  |  56.138  |  2.078  |   24.9  |  0      |  0
  10454113  |  1312.839  |  3209.161  |  2337.954  |   16.055  | 105.109  |  0.075  | 1035.7  |  0      |  0
  10462940  |  1364.516  |  3335.484  |  2317.486  |   55.734  | 104.459  |  0.415  |   92.5  |  0      |  0
  10491771  |   985.935  |  2410.064  |  1685.675  |  167.841  |  81.002  |  2.539  |   24.0  |  1      |  0
  10516096  |   987.097  |  2412.903  |  1679.476  |    8.100  |  84.443  |  0.035  |  932.5  |  0      |  0
  10518551  |   509.226  |  1244.774  |   879.302  |   23.997  |  50.052  |  0.688  |   30.0  |  0      |  0
  10593351  |   294.968  |   721.032  |   502.237  |    7.713  |  32.091  |  0.146  |  522.6  |  0      |  0
  10610027  |   979.548  |  2394.452  |  1711.616  |  142.166  |  85.593  |  5.314  |   32.8  |  0      |  0
  10644253  |  1636.839  |  4001.161  |  2899.488  |   39.558  | 122.914  |  0.085  | 1040.0  |  0      |  0
  10655953  |  1536.361  |  3087.639  |  2200.019  |  129.717  | 105.098  |  2.140  |   33.4  |  0      |  0
  10670371  |   309.484  |   756.516  |   538.027  |    8.133  |  31.237  |  0.409  |   25.9  |  0      |  0
  10709834  |   840.194  |  2053.807  |  1422.045  |   21.958  |  67.705  |  0.141  |  521.2  |  0      |  0
  10712891  |   299.613  |   732.387  |   515.308  |   13.433  |  30.807  |  1.762  |   26.1  |  0      |  0
  10717090  |   936.000  |  2288.000  |  1609.208  |  229.932  |  77.260  |  2.694  |   30.0  |  0      |  0
  10727922  |   614.767  |  1453.147  |   979.264  |   50.964  |  55.389  |  2.088  |   28.9  |  0      |  1
  10730618  |   754.839  |  1845.161  |  1278.061  |   16.672  |  66.192  |  0.133  |  791.8  |  0      |  0
  10731424  |   389.032  |   950.968  |   664.001  |   32.819  |  37.724  |  2.178  |   28.1  |  0      |  0
  10732098  |   628.258  |  1535.742  |  1047.011  |   55.647  |  62.183  |  1.824  |   29.6  |  0      |  0
  10794845  |  1536.543  |  3772.986  |  2778.118  |  703.660  | 116.349  |  4.817  |   31.1  |  0      |  1
