parameter,value,uncertainty
numax_smooth,19.525462336414705,--
amp_smooth,1067.9012053458412,--
numax_gaussian,19.419357620858555,--
amp_gaussian,1077.0319002444926,--
fwhm_gaussian,3.141767927589393,--
dnu,2.3219263139568533,--
wn,3.075098508595438,--
a_1,694.4288673805146,--
b_1,-0.030515708595953452,--
a_2,5.17879237526969,--
b_2,0.0030531190813541313,--
