numax_smooth,amp_smooth,numax_gaussian,amp_gaussian,fwhm_gaussian,dnu,wn,a_1,b_1,a_2,b_2
19.525462336414705,1067.9012053458412,19.419357620858555,1077.0319002444926,3.141767927589393,2.3219263139568533,3.075098508595438,694.4288673805146,-0.030515708595953452,5.17879237526969,0.0030531190813541313
