numax_smooth,amp_smooth,numax_gaussian,amp_gaussian,fwhm_gaussian,dnu,wn,a_1,b_1,a_2,b_2,a_3,b_3,numax_smooth_err,amp_smooth_err,numax_gaussian_err,amp_gaussian_err,fwhm_gaussian_err,dnu_err,wn_err,a_1_err,b_1_err,a_2_err,b_2_err,a_3_err,b_3_err
106.25896576,866.4604302623985,106.33160940445845,773.6922327089088,13.720001621737133,9.344347687593798,1.959698525408898,19910956816.41779,29.921929037438034,2942.6407011302194,0.032262308851935456,790.1999039681687,0.010952040429741936,0.9454105563718667,84.26121988971566,0.8493558389778731,82.46245679059307,1.002433739148895,0.027086628553440253,0.7344236366457417,2847443913.8484364,24.151963912840632,253.6793694741456,0.002484830967024953,147.2239294156128,0.0006185878189248147
107.94009506,805.7058011871048,106.34049129294931,671.6110512510369,14.774491752079193,9.362617340920462,2.7707258051833064,77898874701.34273,40.487542541933756,2742.016391963545,0.03267733420072053,642.6027251191852,0.010866791563723836,0.9454105563718667,84.26121988971566,0.8493558389778731,82.46245679059307,1.002433739148895,0.027086628553440253,0.7344236366457417,2847443913.8484364,24.151963912840632,253.6793694741456,0.002484830967024953,147.2239294156128,0.0006185878189248147
106.02708585,817.6869439615439,105.00820801932194,706.1326961411163,14.854447382653493,9.344347687593798,0.48689286346471217,13450.938529310733,0.7811639088017164,2822.163543344335,0.029641720101338306,481.25541798580514,0.009530938559028701,0.9454105563718667,84.26121988971566,0.8493558389778731,82.46245679059307,1.002433739148895,0.027086628553440253,0.7344236366457417,2847443913.8484364,24.151963912840632,253.6793694741456,0.002484830967024953,147.2239294156128,0.0006185878189248147
106.0657325,812.9014474333785,107.05992426070807,802.531138504276,15.047877887756202,9.323468083791896,3.7036002128242114,10918.36364194171,0.4786990626597195,851.4948906931157,0.06722473723034296,2060.6118233158936,0.015177235191753765,0.9454105563718667,84.26121988971566,0.8493558389778731,82.46245679059307,1.002433739148895,0.027086628553440253,0.7344236366457417,2847443913.8484364,24.151963912840632,253.6793694741456,0.002484830967024953,147.2239294156128,0.0006185878189248147
105.85317593,821.8075590030797,106.41154640087609,696.6021697609523,14.335328288198667,9.323468083791896,2.493299262887445,14086.567434014905,0.6296302346658916,2701.9411862893667,0.0330582660776616,686.5711490994672,0.010995162914676459,0.9454105563718667,84.26121988971566,0.8493558389778731,82.46245679059307,1.002433739148895,0.027086628553440253,0.7344236366457417,2847443913.8484364,24.151963912840632,253.6793694741456,0.002484830967024953,147.2239294156128,0.0006185878189248147
106.31693573,891.0697109969369,106.11844408067807,795.9302630991622,13.928925475509093,9.380886994247124,1.9250085639058256,14212.34370840218,0.6808059861793095,2481.030545225833,0.032107495621521695,790.9953036346257,0.011420342187068085,0.9454105563718667,84.26121988971566,0.8493558389778731,82.46245679059307,1.002433739148895,0.027086628553440253,0.7344236366457417,2847443913.8484364,24.151963912840632,253.6793694741456,0.002484830967024953,147.2239294156128,0.0006185878189248147
106.52949231,921.1624919767586,106.88228649089109,820.7812567666623,13.316084566016167,9.420036251375688,2.3042567532475156,276028088670.8774,56.15109701924343,2330.2532095353677,0.03300648076403752,841.6058542830577,0.011532876259644219,0.9454105563718667,84.26121988971566,0.8493558389778731,82.46245679059307,1.002433739148895,0.027086628553440253,0.7344236366457417,2847443913.8484364,24.151963912840632,253.6793694741456,0.002484830967024953,147.2239294156128,0.0006185878189248147
106.97392879,809.8527454198766,107.23756203052505,690.8048706671775,13.1230764715679,9.344347687593798,1.3418571002878998,3555891064.499471,19.4285857415794,2721.5669421913503,0.039093862456512335,824.8016850746769,0.011225881498320274,0.9454105563718667,84.26121988971566,0.8493558389778731,82.46245679059307,1.002433739148895,0.027086628553440253,0.7344236366457417,2847443913.8484364,24.151963912840632,253.6793694741456,0.002484830967024953,147.2239294156128,0.0006185878189248147
106.91595882,1032.2952519376388,107.36190846939695,903.9301464731851,12.816812221967146,9.344347687593798,2.0511777314750836,21181.3409040642,0.7257511626749131,2423.615577211566,0.03305362404110444,822.4782397818872,0.011417412054564903,0.9454105563718667,84.26121988971566,0.8493558389778731,82.46245679059307,1.002433739148895,0.027086628553440253,0.7344236366457417,2847443913.8484364,24.151963912840632,253.6793694741456,0.002484830967024953,147.2239294156128,0.0006185878189248147
107.5149819,933.0629216605612,107.06880614919893,749.9620123412199,12.851153649093657,9.323468083791896,0.9024654685765006,216843665808.63736,52.90605331299138,3050.491732502084,0.031303659640111635,442.6061112019225,0.00940090115129069,0.9454105563718667,84.26121988971566,0.8493558389778731,82.46245679059307,1.002433739148895,0.027086628553440253,0.7344236366457417,2847443913.8484364,24.151963912840632,253.6793694741456,0.002484830967024953,147.2239294156128,0.0006185878189248147
