target,numax(smo),s_numax(smo),maxamp(smo),s_maxamp(smo),numax(gauss),s_numax(gauss),maxamp(gauss),s_maxamp(gauss),fwhm,s_fwhm,dnu,s_dnu
20926643.0,835.6673480341698,0.0,2.244495262281994,0.0,846.1385082038029,0.0,2.3772229983776914,0.0,59.89554611268237,0.0,51.10296353559721,0.0
