parameter,value,uncertainty
numax_smooth,642.55759667,9.495712111470944
A_smooth,16.449061990269577,3.4251880914882684
numax_gauss,641.2155168059849,38.60686765239708
A_gauss,10.681331949458615,8.36771553847562
FWHM,56.735760262550656,41.950120101377536
dnu,36.81825972477493,1.5795401696988773
tau_1,613.8048277305819,134.53017798585307
sigma_1,155.17859362173326,13.969287855267899
