parameter,value,uncertainty
numax_smooth,642.8778347,10.682676138377571
amp_smooth,16.30199979006973,5.007871480249924
numax_gaussian,641.4268111911981,19.07695354839148
amp_gaussian,10.810522735109624,4.006792978253304
fwhm_gaussian,61.74891370665605,18.601321507499712
dnu,37.12473957853927,1.6281583020474066
wn,16.13370170129341,0.21065282362784657
a_1,58.33399898174157,24.177386579717037
b_1,0.0037354502324416046,0.001642369292175312
