target,numax(smo),s_numax(smo),maxamp(smo),s_maxamp(smo),numax(gauss),s_numax(gauss),maxamp(gauss),s_maxamp(gauss),fwhm,s_fwhm,dnu,s_dnu
2309595.0,646.8007505,0.0,8.553244696015476,0.0,652.0887863545387,0.0,8.71485554981087,0.0,45.3297222112522,0.0,36.82737,0.0
