numax_smooth,amp_smooth,numax_gaussian,amp_gaussian,fwhm_gaussian,dnu,wn,a_1,b_1,numax_smooth_err,amp_smooth_err,numax_gaussian_err,amp_gaussian_err,fwhm_gaussian_err,dnu_err,wn_err,a_1_err,b_1_err
642.8778347,16.30199979006973,641.4268111911981,10.810522735109624,61.74891370665605,37.12473957853927,16.13370170129341,58.33399898174157,0.0037354502324416046,10.682676138377571,5.007871480249924,19.07695354839148,4.006792978253304,18.601321507499712,1.6281583020474066,0.21065282362784657,24.177386579717037,0.001642369292175312
647.68140507,18.113464623057933,647.4977702248905,12.497228521697089,59.840066326947664,37.455230478250286,14.339738842304344,50.634916293738186,0.003213092188030533,10.682676138377571,5.007871480249924,19.07695354839148,4.006792978253304,18.601321507499712,1.6281583020474066,0.21065282362784657,24.177386579717037,0.001642369292175312
620.06087543,14.999191688593505,532.1495485847354,12.11465760209619,205.43776335398857,38.0342322224223,14.389743685866064,52.60338250665512,0.004057701923249999,10.682676138377571,5.007871480249924,19.07695354839148,4.006792978253304,18.601321507499712,1.6281583020474066,0.21065282362784657,24.177386579717037,0.001642369292175312
648.0817026,8.870588316097834,675.7572786472107,7.681619553040221,81.17413966598663,38.19570754524874,14.052871504977677,29.158101444607542,0.0015281817641895142,10.682676138377571,5.007871480249924,19.07695354839148,4.006792978253304,18.601321507499712,1.6281583020474066,0.21065282362784657,24.177386579717037,0.001642369292175312
662.89271125,7.596975180282591,699.7724882760646,5.678392335124841,72.30410208910388,37.35669783459395,14.659649716572686,22.57534970356311,0.0015838025816790125,10.682676138377571,5.007871480249924,19.07695354839148,4.006792978253304,18.601321507499712,1.6281583020474066,0.21065282362784657,24.177386579717037,0.001642369292175312
653.2855705,20.41147715649982,628.8550907143484,12.557895269452205,103.33873417402981,36.25447863071435,14.636918988911107,70.21377097439847,0.00509472761413697,10.682676138377571,5.007871480249924,19.07695354839148,4.006792978253304,18.601321507499712,1.6281583020474066,0.21065282362784657,24.177386579717037,0.001642369292175312
654.4864631,15.635856473477569,655.7714666070906,7.713279874971831,52.31419818715076,36.0958031772037,14.46816775801696,73.77831282192331,0.004408757517745075,10.682676138377571,5.007871480249924,19.07695354839148,4.006792978253304,18.601321507499712,1.6281583020474066,0.21065282362784657,24.177386579717037,0.001642369292175312
650.88378532,16.301572024234073,638.0958425178447,10.543080661878372,96.30697980197021,37.25980879641771,14.34829488647646,33.727944966965175,0.00266630206772304,10.682676138377571,5.007871480249924,19.07695354839148,4.006792978253304,18.601321507499712,1.6281583020474066,0.21065282362784657,24.177386579717037,0.001642369292175312
607.65165198,17.354735081455882,603.6579244594659,10.860843019002228,82.12451583211923,37.02664750698064,14.522056042187947,49.94689285825287,0.0036093368885859356,10.682676138377571,5.007871480249924,19.07695354839148,4.006792978253304,18.601321507499712,1.6281583020474066,0.21065282362784657,24.177386579717037,0.001642369292175312
652.48497544,7.875912478955989,666.4090762413481,6.627140208100848,57.55775866211363,39.3992501033652,14.243411877587834,27.149548330945574,0.0016572142734935058,10.682676138377571,5.007871480249924,19.07695354839148,4.006792978253304,18.601321507499712,1.6281583020474066,0.21065282362784657,24.177386579717037,0.001642369292175312
