parameter,value,uncertainty
numax_smooth,642.8778347,9.198971115863896
amp_smooth,16.301999773323356,5.628780144809153
numax_gaussian,641.4268111911981,16.328916398414385
amp_gaussian,10.810522746346667,3.661250590150064
fwhm_gaussian,61.74891376403179,18.815094649153774
dnu,37.12995029351528,1.3684197681855297
wn,16.13370170079157,0.24536967356317196
a_1,58.33399852918557,25.07949688168747
b_1,0.0037354502121790018,0.0018313407677562857
