parameter,value,uncertainty
numax_smooth,642.8778347,--
amp_smooth,16.301999773323356,--
numax_gaussian,641.4268111911981,--
amp_gaussian,10.810522746346667,--
fwhm_gaussian,61.74891376403179,--
dnu,37.0,--
wn,16.13370170079157,--
a_1,58.33399852918557,--
b_1,0.0037354502121790018,--
