parameter,value,uncertainty
numax_smooth,642.8778347,9.495712111471112
amp_smooth,16.301999773323356,5.485800946219068
numax_gaussian,641.4268111911981,20.789498438956933
amp_gaussian,10.810522746346667,3.9859655094043727
fwhm_gaussian,61.74891376403179,20.742403935540896
dnu,37.12995029351528,1.503394005401401
wn,16.13370170079157,0.22620299279203926
a_1,58.33399852918557,23.384434981738142
b_1,0.0037354502121790018,0.0012889655363776979
