numax_smooth,amp_smooth,numax_gaussian,amp_gaussian,fwhm_gaussian,dnu,wn,a_1,b_1
2502.5186635076916,1.9611529241305128,2664.626658393363,1.187347516549098,536.4229813864546,121.56222776324353,9.19863558812192,3.79250313385062,0.0013130165387985533
