parameter,value,uncertainty
numax_smooth,2502.5186635076916,--
amp_smooth,1.9611529241305128,--
numax_gaussian,2664.626658393363,--
amp_gaussian,1.187347516549098,--
fwhm_gaussian,536.4229813864546,--
dnu,121.56222776324353,--
wn,9.19863558812192,--
a_1,3.79250313385062,--
b_1,0.0013130165387985533,--
