parameter,value,uncertainty
numax_smooth,212.81265471488595,--
amp_smooth,13.73735427852074,--
numax_gaussian,212.81265471488595,--
amp_gaussian,10.841462932375979,--
fwhm_gaussian,16.371273233296076,--
dnu,14.938003743811255,--
wn,7.711464963761738,--
a_1,128.1190202303022,--
b_1,0.003695186309249362,--
