numax_smooth,amp_smooth,numax_gaussian,amp_gaussian,fwhm_gaussian,dnu,wn,a_1,b_1
212.81265471488595,13.73735427852074,212.81265471488595,10.841462932375979,16.371273233296076,14.938003743811255,7.711464963761738,128.1190202303022,0.003695186309249362
