numax_smooth,amp_smooth,numax_gaussian,amp_gaussian,fwhm_gaussian,dnu,wn,a_1,b_1,a_2,b_2,numax_smooth_err,amp_smooth_err,numax_gaussian_err,amp_gaussian_err,fwhm_gaussian_err,dnu_err,wn_err,a_1_err,b_1_err,a_2_err,b_2_err
1312.61897509,1.3402783256144764,1366.6314544415372,1.196966213980605,271.52551511828597,70.93353771640821,1.389767016006109,6.1303066434063735,0.00195331208572726,1.7431572162174276,0.0006296031968130398,79.42586063676436,0.33322278923403786,48.465380409901584,0.26684629097858764,61.761575510460915,0.6477553808719928,0.02943219735426341,1.8968235108845837,0.0011294017129659438,2.0400413115452873,0.00026147977052379213
1342.49973225,1.7262783063538496,1427.5306002559587,1.6409684257149715,323.8361320484962,70.93353771640821,1.2890937942325764,6.133732606433059,0.004621805052756641,4.105908855756753,0.0009614523229462676,79.42586063676436,0.33322278923403786,48.465380409901584,0.26684629097858764,61.761575510460915,0.6477553808719928,0.02943219735426341,1.8968235108845837,0.0011294017129659438,2.0400413115452873,0.00026147977052379213
1247.73504527,1.2807037804139432,1397.1415632789808,1.0101418283092924,232.03529744698264,71.35634839224612,1.2528840835409731,6.8193001801518465,0.0035358171256612623,3.117687894621134,0.0006691821328836888,79.42586063676436,0.33322278923403786,48.465380409901584,0.26684629097858764,61.761575510460915,0.6477553808719928,0.02943219735426341,1.8968235108845837,0.0011294017129659438,2.0400413115452873,0.00026147977052379213
1302.37414407,2.0959772636972263,1381.1600776974628,1.5424293863823442,223.9055222903918,70.79260082446223,1.2929601265586674,7.359810296595099,0.00545343429559263,4.751295271730445,0.0010808909201822758,79.42586063676436,0.33322278923403786,48.465380409901584,0.26684629097858764,61.761575510460915,0.6477553808719928,0.02943219735426341,1.8968235108845837,0.0011294017129659438,2.0400413115452873,0.00026147977052379213
1286.58002957,1.6674740262245789,1402.347653279021,1.601102088147859,294.84845608847274,69.65101199969985,1.2612855396975569,8.320276159568508,0.004376529957884673,3.8225556927020277,0.0008753844935412705,79.42586063676436,0.33322278923403786,48.465380409901584,0.26684629097858764,61.761575510460915,0.6477553808719928,0.02943219735426341,1.8968235108845837,0.0011294017129659438,2.0400413115452873,0.00026147977052379213
1194.8034183,1.6974236949195842,1287.6926014176747,1.1656768271008715,298.91639514791257,71.35634839224612,1.1964840236072982,4.49296748995105,0.0018330226648213906,1.263045313630456,0.0005509969503519964,79.42586063676436,0.33322278923403786,48.465380409901584,0.26684629097858764,61.761575510460915,0.6477553808719928,0.02943219735426341,1.8968235108845837,0.0011294017129659438,2.0400413115452873,0.00026147977052379213
1246.02757343,1.892242373022318,1311.301614208554,1.387129517899735,314.03685969455165,72.21606343311656,1.2877429644922493,6.053148775856563,0.001992263948813766,1.1583995258071023,0.0006268811916773862,79.42586063676436,0.33322278923403786,48.465380409901584,0.26684629097858764,61.761575510460915,0.6477553808719928,0.02943219735426341,1.8968235108845837,0.0011294017129659438,2.0400413115452873,0.00026147977052379213
1461.16902496,1.6390502433518126,1400.410503511564,1.5015490558101208,274.92108251923514,71.77915906808404,1.243757848867802,5.075201406555289,0.0022319882916855653,2.073711591436729,0.0007078730134234954,79.42586063676436,0.33322278923403786,48.465380409901584,0.26684629097858764,61.761575510460915,0.6477553808719928,0.02943219735426341,1.8968235108845837,0.0011294017129659438,2.0400413115452873,0.00026147977052379213
1585.8144691,1.6676632089105867,1356.7035618833213,1.5823726190762186,400.3644723062643,70.93353771640821,1.267050066798302,6.380099708807301,0.0018636201641655129,1.0603820012699972,0.0005310258380277706,79.42586063676436,0.33322278923403786,48.465380409901584,0.26684629097858764,61.761575510460915,0.6477553808719928,0.02943219735426341,1.8968235108845837,0.0011294017129659438,2.0400413115452873,0.00026147977052379213
1323.71754204,1.3677292318928105,1358.0353523484478,0.9620326393986,188.4591565024656,70.07382267553777,1.2277494065946677,3.5796394817642,0.0027182156119547165,2.973591182870037,0.0006945994651711354,79.42586063676436,0.33322278923403786,48.465380409901584,0.26684629097858764,61.761575510460915,0.6477553808719928,0.02943219735426341,1.8968235108845837,0.0011294017129659438,2.0400413115452873,0.00026147977052379213
