parameter,value,uncertainty
numax_smooth,62.58846981163175,--
amp_smooth,635008.694182719,--
numax_gaussian,62.58846981163175,--
amp_gaussian,580429.6425642357,--
fwhm_gaussian,6.660956722124268,--
dnu,6.461842431820202,--
wn,43277.755477442486,--
a_1,1886126.6788632274,--
b_1,-0.07488764261711964,--
a_2,-1923382.7107342575,--
b_2,0.07388552819501698,--
