numax_smooth,amp_smooth,numax_gaussian,amp_gaussian,fwhm_gaussian,dnu,wn,a_1,b_1,a_2,b_2
62.58846981163175,635008.694182719,62.58846981163175,580429.6425642357,6.660956722124268,6.461842431820202,43277.755477442486,1886126.6788632274,-0.07488764261711964,-1923382.7107342575,0.07388552819501698
