target,numax(smo),s_numax(smo),maxamp(smo),s_maxamp(smo),numax(gauss),s_numax(gauss),maxamp(gauss),s_maxamp(gauss),fwhm,s_fwhm,dnu,s_dnu
2309595.0,644.79926285,4.154374049695091,12.232456281492041,2.125782920609641,647.7586361825105,5.753844323548894,10.163305005118351,1.9692195007211617,57.175792207053924,6.692981415484325,37.227667499995434,1.0682675308119123
