target,numax(smo),s_numax(smo),maxamp(smo),s_maxamp(smo),numax(gauss),s_numax(gauss),maxamp(gauss),s_maxamp(gauss),fwhm,s_fwhm,dnu,s_dnu
1435467.0,1319.8757304,37.02320993423613,1.1330490609126898,0.10619501244130765,1384.0259747236064,28.194054028820734,1.0839587459679034,0.08753683399250771,255.03348175281855,27.206306428084265,70.94545328999087,0.2531501478715428
