parameter,value,uncertainty
numax_smooth,1299.81293631,50.31359300884006
A_smooth,1.744355775046704,0.20602328778204684
numax_gauss,1344.4620919607585,35.97180075571082
A_gauss,1.4952057182433116,0.2393592503954681
FWHM,294.82852501881126,68.78015745563445
dnu,70.68636823264899,0.7240273702378169
tau_1,234.0969299546045,17.824569585171155
sigma_1,87.40033884227542,2.542956627947148
