parameter,value,uncertainty
numax_smooth,106.27828908,--
amp_smooth,862.8212460234938,--
numax_gaussian,106.29529917431043,--
amp_gaussian,773.9114346128412,--
fwhm_gaussian,13.960096167598861,--
dnu,9.363336694003324,--
wn,2.111563562482799,--
a_1,21357409704.791824,--
b_1,30.441384998867527,--
a_2,2944.711413823779,--
b_2,0.0321356892701814,--
a_3,784.0177074142576,--
b_3,0.010967722436377324,--
