target,numax(smo),s_numax(smo),maxamp(smo),s_maxamp(smo),numax(gauss),s_numax(gauss),maxamp(gauss),s_maxamp(gauss),fwhm,s_fwhm,dnu,s_dnu
11231460.0,231.8287037037037,0.0,89.20733274620562,0.0,233.63937445734203,0.0,91.93960252064456,0.0,46.32228198541123,0.0,18.287037037040363,0.0
